matcher,index,points,range,zone,radius,found,repeat,timesum,timeavg
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.0625,0.0625,11,100,1073,10.731
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.0625,0.03125,3,100,656,6.564
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.0625,0.015625,1,100,633,6.335
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.0625,0.0078125,1,100,697,6.978
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.03125,0.5,798,100,10097,100.978
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.03125,0.25,204,100,3456,34.568
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.03125,0.125,48,100,1631,16.310
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.03125,0.0625,11,100,839,8.400
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.03125,0.03125,4,100,502,5.028
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.03125,0.015625,1,100,339,3.397
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.03125,0.0078125,1,100,339,3.396
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.015625,0.5,804,100,8994,89.948
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.015625,0.25,202,100,4250,42.507
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.015625,0.125,48,100,1795,17.957
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.015625,0.0625,11,100,821,8.210
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.015625,0.03125,3,100,448,4.487
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.015625,0.015625,1,100,250,2.502
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.015625,0.0078125,1,100,150,1.501
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.0078125,0.5,801,100,8732,87.329
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.0078125,0.25,200,100,4109,41.093
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.0078125,0.125,47,100,1784,17.848
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.0078125,0.0625,14,100,779,7.794
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.0078125,0.03125,3,100,408,4.080
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.0078125,0.015625,1,100,135,1.359
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.0078125,0.0078125,1,100,118,1.190
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.5,0.5,53,100,556,5.565
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.5,0.25,11,100,232,2.321
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.5,0.125,2,100,111,1.114
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.5,0.0625,1,100,52,0.525
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.5,0.03125,1,100,42,0.421
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.5,0.015625,1,100,19,0.192
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.5,0.0078125,1,100,11,0.113
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.25,0.5,51,100,216,2.165
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.25,0.25,11,100,91,0.915
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.25,0.125,3,100,46,0.467
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.25,0.0625,1,100,23,0.236
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.25,0.03125,1,100,19,0.197
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.25,0.015625,1,100,11,0.114
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.25,0.0078125,1,100,7,0.079
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.125,0.5,49,100,275,2.751
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.125,0.25,11,100,129,1.293
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.125,0.125,2,100,63,0.637
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.125,0.0625,1,100,34,0.348
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.125,0.03125,1,100,30,0.307
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.125,0.015625,1,100,19,0.193
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.125,0.0078125,1,100,14,0.145
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.0625,0.5,49,100,194,1.941
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.0625,0.25,11,100,94,0.945
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.0625,0.125,5,100,59,0.598
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.0625,0.0625,1,100,42,0.424
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.0625,0.03125,1,100,44,0.443
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.0625,0.015625,1,100,30,0.302
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.0625,0.0078125,1,100,26,0.265
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.03125,0.5,49,100,247,2.479
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.03125,0.25,10,100,129,1.300
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.03125,0.125,3,100,88,0.883
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.03125,0.0625,1,100,66,0.669
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.03125,0.03125,1,100,63,0.638
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.03125,0.015625,1,100,57,0.578
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.03125,0.0078125,1,100,53,0.537
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.015625,0.5,48,100,353,3.537
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.015625,0.25,11,100,207,2.073
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.015625,0.125,3,100,149,1.490
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.015625,0.0625,1,100,123,1.230
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.015625,0.03125,1,100,118,1.188
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.015625,0.015625,1,100,110,1.106
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.015625,0.0078125,1,100,106,1.062
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.0078125,0.5,51,100,483,4.835
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.0078125,0.25,10,100,292,2.922
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.0078125,0.125,2,100,229,2.294
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.0078125,0.0625,1,100,198,1.985
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.0078125,0.03125,1,100,213,2.131
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.0078125,0.015625,1,100,186,1.864
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,128.0,0.0078125,0.0078125,1,100,182,1.826
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.5,0.5,201,100,992,9.923
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.5,0.25,50,100,346,3.461
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.5,0.125,11,100,167,1.670
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.5,0.0625,3,100,79,0.795
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.5,0.03125,1,100,33,0.340
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.5,0.015625,1,100,43,0.434
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.5,0.0078125,1,100,8,0.086
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.25,0.5,199,100,377,3.775
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.25,0.25,48,100,139,1.397
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.25,0.125,12,100,66,0.669
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.25,0.0625,4,100,34,0.344
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.25,0.03125,1,100,14,0.149
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.25,0.015625,1,100,11,0.116
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.25,0.0078125,1,100,6,0.061
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.125,0.5,198,100,1216,12.169
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.125,0.25,50,100,437,4.376
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.125,0.125,10,100,216,2.170
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.125,0.0625,3,100,101,1.018
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.125,0.03125,1,100,45,0.452
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.125,0.015625,1,100,34,0.348
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.125,0.0078125,1,100,15,0.150
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.0625,0.5,203,100,943,9.434
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.0625,0.25,50,100,337,3.375
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.0625,0.125,10,100,171,1.711
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.0625,0.0625,2,100,91,0.914
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.0625,0.03125,1,100,41,0.415
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.0625,0.015625,1,100,37,0.375
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.0625,0.0078125,1,100,20,0.209
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.03125,0.5,199,100,466,4.669
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.03125,0.25,51,100,169,1.696
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.03125,0.125,11,100,93,0.931
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.03125,0.0625,4,100,58,0.589
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.03125,0.03125,1,100,39,0.394
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.03125,0.015625,1,100,36,0.363
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.03125,0.0078125,1,100,29,0.293
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.015625,0.5,202,100,565,5.651
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.015625,0.25,47,100,204,2.043
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.015625,0.125,14,100,122,1.225
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.015625,0.0625,3,100,84,0.846
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.015625,0.03125,1,100,64,0.645
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.015625,0.015625,1,100,61,0.616
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.015625,0.0078125,1,100,55,0.555
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.0078125,0.5,205,100,750,7.505
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.0078125,0.25,52,100,291,2.915
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.0078125,0.125,11,100,182,1.827
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.0078125,0.0625,2,100,139,1.390
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.0078125,0.03125,1,100,114,1.142
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.0078125,0.015625,1,100,110,1.106
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,64.0,0.0078125,0.0078125,1,100,102,1.030
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.5,0.5,803,100,3518,35.189
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.5,0.25,202,100,983,9.836
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.5,0.125,49,100,345,3.460
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.5,0.0625,12,100,170,1.701
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.5,0.03125,3,100,79,0.799
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.5,0.015625,1,100,33,0.332
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.5,0.0078125,1,100,24,0.245
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.25,0.5,806,100,3301,33.012
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.25,0.25,201,100,952,9.527
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.25,0.125,47,100,359,3.599
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.25,0.0625,10,100,178,1.790
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.25,0.03125,3,100,84,0.843
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.25,0.015625,1,100,34,0.349
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.25,0.0078125,1,100,25,0.259
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.125,0.5,811,100,2696,26.960
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.125,0.25,202,100,726,7.265
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.125,0.125,52,100,257,2.575
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.125,0.0625,11,100,128,1.289
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.125,0.03125,3,100,61,0.610
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.125,0.015625,1,100,23,0.235
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.125,0.0078125,1,100,18,0.189
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.0625,0.5,806,100,4043,40.439
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.0625,0.25,203,100,1213,12.139
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.0625,0.125,49,100,434,4.341
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.0625,0.0625,9,100,211,2.117
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.0625,0.03125,3,100,102,1.024
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.0625,0.015625,1,100,45,0.455
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.0625,0.0078125,1,100,35,0.358
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.03125,0.5,805,100,1405,14.054
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.03125,0.25,208,100,413,4.134
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.03125,0.125,50,100,146,1.461
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.03125,0.0625,11,100,77,0.774
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.03125,0.03125,2,100,43,0.434
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.03125,0.015625,1,100,25,0.258
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.03125,0.0078125,1,100,22,0.222
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.015625,0.5,805,100,1836,18.365
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.015625,0.25,203,100,540,5.404
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.015625,0.125,47,100,192,1.927
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.015625,0.0625,12,100,105,1.051
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.015625,0.03125,4,100,64,0.645
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.015625,0.015625,1,100,42,0.427
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.015625,0.0078125,1,100,39,0.393
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.0078125,0.5,807,100,2006,20.065
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.0078125,0.25,202,100,641,6.414
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.0078125,0.125,49,100,244,2.443
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.0078125,0.0625,12,100,141,1.414
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.0078125,0.03125,2,100,92,0.926
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.0078125,0.015625,1,100,68,0.680
CQZoneMatcherImpl,SEPARATE_SIMPLE,4198401,32.0,0.0078125,0.0078125,1,100,64,0.641
